movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn,birth_place,geometry.coordinates,douban_rate,douban_ppl,imdb_name,imdb_rate,storyline,imdb_ppl1,rate_dif,ppl_dif
Coming Home,Zhang Yimou,2014,10,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Xi'an, Shaanxi, China","[-94.33519, 30.04732]",8.0,323797.0, Coming Home (1978) ,7.3,"Sally Bender is the wife of a Captain in the U.S. Marine Corps. He is sent over to Vietnam, and Sally is alone. With nothing else to do, she decides to volunteer at a local veteran's hospital, where she meets Luke, who went to high school with Sally. Luke was wounded and is paralyzed and confined to a wheelchair. When Sally begins to fall in love with Luke, she has to make a crucial decision about her life. —Jwelch5742",13000.0,0.7000000000000002,310797.0
The Act of Killing,Joshua Oppenheimer,2012,1,Larushka Ivan-Zadeh,Metro,UK,"Texas, USA","[-97.74299, 30.26759]",8.4,7997.0, The Act of Killing (2012) ,8.2,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",37000.0,0.20000000000000107,-29003.0
Caché,Michael Haneke,2005,2,Larushka Ivan-Zadeh,Metro,UK,"Munich, Bavaria, Germany","[11.57754, 48.13641]",7.6,12081.0, Caché (Hidden) (2005) ,7.3,"Set in France, Georges is a TV Literary Reviewer and lives in a small yet modern town house with his wife Ann, a publisher and his young son Pierrot. They begin to receive video tapes through the post of their house and family, along side obscure child-like drawings. They visit the police with hope of aid to find the stalker, but as there is no direct threat, they refuse to help. As the tapes become more personal, Georges takes it upon himself to figure out who is putting through his family through such horror. A true Michael Haneke Classic. —Jodie Norton",78000.0,0.2999999999999998,-65919.0
"Synecdoche, New York",Charlie Kaufman,2008,3,Larushka Ivan-Zadeh,Metro,UK,"New York City, New York, USA","[-74.00714, 40.71455]",8.3,16276.0," Synecdoche, New York (2008) ",7.6,"Theater director Caden Cotard is mounting a new play. Fresh off of a successful production of Death of a Salesman, he has traded in the suburban blue-hairs and regional theater of Schenectady for the cultured audiences and bright footlights of Broadway. Armed with a MacArthur grant and determined to create a piece of brutal realism and honesty, something into which he can put his whole self, he gathers an ensemble cast into a warehouse in Manhattan's theater district. He directs them in a celebration of the mundane, instructing each to live out their constructed lives in a small mock-up of the city outside. As the city inside the warehouse grows, Caden's own life veers wildly off the tracks. The shadow of his ex-wife Adele, a celebrated painter who left him years ago for Germany's art scene, sneers at him from every corner. Somewhere in Berlin, his daughter Olive is growing up under the questionable guidance of Adele's friend, Maria. He's helplessly driving his marriage to actress Claire into the ground. Sammy Barnathan, the actor Caden has hired to play himself within the play, is a bit too perfect for the part, and is making it difficult for Caden to revive his relationship with the alluringly candid Hazel. Meanwhile, his therapist, Madeline Gravis, is better at plugging her best-seller than she is at counselling him. His second daughter, Ariel, is disabled. And a mysterious condition is systematically shutting down each of his autonomic functions, one by one. As the years rapidly pass, Caden buries himself deeper into his masterpiece. Populating the cast and crew with doppelgangers, he steadily blurs the line between the world of the play and that of his own deteriorating reality. As he pushes the limits of his relationships, both personally and professionally, a change in creative direction arrives in Millicent Weems, a celebrated theater actress who may offer Caden the break he needs. —Anonymous",88000.0,0.7000000000000011,-71724.0
Spirited Away,Hayao Miyazaki,2001,4,Larushka Ivan-Zadeh,Metro,UK,"Tokyo, Japan","[139.80885, 35.68408]",9.4,1963336.0, Spirited Away (2001) ,8.6,"Chihiro and her parents are moving to a small Japanese town in the countryside, much to Chihiro's dismay. On the way to their new home, Chihiro's father makes a wrong turn and drives down a lonely one-lane road which dead-ends in front of a tunnel. Her parents decide to stop the car and explore the area. They go through the tunnel and find an abandoned amusement park on the other side, with its own little town. When her parents see a restaurant with great-smelling food but no staff, they decide to eat and pay later. However, Chihiro refuses to eat and decides to explore the theme park a bit more. She meets a boy named Haku who tells her that Chihiro and her parents are in danger, and they must leave immediately. She runs to the restaurant and finds that her parents have turned into pigs. In addition, the theme park turns out to be a town inhabited by demons, spirits, and evil gods. At the center of the town is a bathhouse where these creatures go to relax. The owner of the bathhouse is the evil witch Yubaba, who is intent on keeping all trespassers as captive workers, including Chihiro. Chihiro must rely on Haku to save her parents in hopes of returning to their world. —Zachary Harper",706000.0,0.8000000000000007,1257336.0
WALL-E,Andrew Stanton,2008,5,Larushka Ivan-Zadeh,Metro,UK,"Boston, Massachusetts, USA","[-71.05674, 42.35866]",9.3,1158370.0," WALL·E (2008) aka ""WALL-E"" ",8.4,"In a distant, but not so unrealistic, future where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"", EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but, true to his love, he protects her from wind, rain, and lightning, even as she is unresponsive. One day a massive ship comes to reclaim EVE, but WALL-E, out of love or loneliness, hitches a ride on the outside of the ship to rescue EVE. The ship arrives back at a large space cruise ship, which is carrying all of the humans who evacuated Earth 700 years earlier. The people of Earth ride around this space resort on hovering chairs which give them a constant feed of TV and video chatting. They drink all of their meals through a straw out of laziness and/or bone loss, and are all so fat that they can barely move. When the auto-pilot computer, acting on hastily-given instructions sent many centuries before, tries to prevent the people of Earth from returning by stealing the plant, WALL-E, EVE, the portly captain, and a band of broken robots stage a mutiny.",1100000.0,0.9000000000000004,58370.0
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,6,Larushka Ivan-Zadeh,Metro,UK,"Bangkok, Thailand","[100.50483, 13.75336]",7.3,12409.0, Uncle Boonmee Who Can Recall His Past Lives (2010) ,6.7,"Suffering from acute kidney failure, Uncle Boonmee, who lives in a house on a farm with his sister-in-law Jen and his nephew Tong has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly Huay, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, he treks through the jungle with his family to a mysterious hilltop cave - the birthplace of his first life.",15000.0,0.5999999999999996,-2591.0
Lost in Translation,Sofia Coppola,2003,7,Larushka Ivan-Zadeh,Metro,UK,"New York City, New York, USA","[-74.00714, 40.71455]",7.7,199291.0, Lost in Translation (2003) ,7.7,"Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications. —Huggo",437000.0,0.0,-237709.0
Talk to Her,Pedro Almodóvar,2002,8,Larushka Ivan-Zadeh,Metro,UK,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain","[-3.77765, 38.7048]",,, Talk to Her (2002) ,7.9,"After a chance encounter at a theater, two men, Benigno and Marco, meet at a private clinic where Benigno works. Lydia, Marco's girlfriend and a bullfighter by profession, has been gored and is in a coma. It so happens that Benigno is looking after another woman in a coma, Alicia, a young ballet student. The lives of the four characters will flow in all directions, past, present and future, dragging all of them towards an unsuspected destiny. —Anonymous",110000.0,,
The Wrestler,Darren Aronofsky,2008,9,Larushka Ivan-Zadeh,Metro,UK,"Brooklyn, New York City, New York, USA","[-73.99162, 40.70181]",8.3,41723.0, The Wrestler (2008) ,7.9,"This is a drama about an aging professional wrestler, decades past his prime, who now barely gets by working small wrestling shows in VFW halls and as a part-time grocery store employee. As he faces health problems that may end his wrestling career for good he attempts to come to terms with his life outside the ring: by working full time at the grocery store, trying to reconcile with the daughter he abandoned in childhood and forming a closer bond with a stripper he has romantic feelings for. He struggles with his new life and an offer of a high-profile rematch with his 1980s arch-nemesis, The Ayatollah, which may be his ticket back to stardom. —Matlock-6",299000.0,0.40000000000000036,-257277.0
